year,university,school,degree,Key,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,gross_monthly_mean.1,gross_monthly_median.1,gross_mthly_25_percentile.1,gross_mthly_75_percentile.1
2021,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),4846,97.9,96.8,3482,3500,3750,3750,3550,3950,3750,3750,3550,3950
2021,National University of Singapore,YST Conservatory of Music,Bachelor of Music ^,4847,82.4,35.3,3136,2958,3203,3100,2915,3600,3203,3100,2915,3600
2021,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,4848,88.3,70.8,4344,4000,4453,4000,3500,5000,4453,4000,3500,5000
2021,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours,4849,94.6,83.8,4779,4500,4952,4500,3800,5650,4952,4500,3800,5650
2021,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),4850,97.4,91.2,5345,5000,5473,5400,4500,6200,5473,5400,4500,6200
2021,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,4851,97.4,81.6,3544,3500,3658,3650,3100,3996,3658,3650,3100,3996
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,4852,100,81.5,3457,3200,3490,3300,3200,3500,3490,3300,3200,3500
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,4853,80,63.3,3081,3200,3125,3200,2835,3500,3125,3200,2835,3500
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,4854,88.2,85.3,4229,4000,4324,4000,3700,4968,4324,4000,3700,4968
2021,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,4855,95.1,92.7,4962,4600,4984,4600,4300,5175,4984,4600,4300,5175
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,4856,97.7,86.8,3363,3400,3431,3400,3200,3460,3431,3400,3200,3460
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),4857,100,98.2,4934,4800,5251,4950,4605,5552,5251,4950,4605,5552
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),4858,100,98,5126,5000,5215,5000,4590,5500,5215,5000,4590,5500
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Aircraft Systems Engineering,4859,100,91.7,3297,3200,3394,3300,2500,4000,3394,3300,2500,4000
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,4860,98.3,87.9,3423,3500,3736,3600,3300,4000,3736,3600,3300,4000
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),4861,98,96.1,3707,3600,3773,3680,3500,3950,3773,3680,3500,3950
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land) ^,4862,96.3,88.9,3606,3500,3788,3700,3485,4250,3788,3700,3485,4250
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),4863,97.5,85,4086,4000,4146,4000,3850,4500,4146,4000,3850,4500
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,4864,96.1,80.3,3037,3000,3216,3000,2800,3500,3216,3000,2800,3500
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Science (Diagnostic Radiography),4865,100,100,3670,3500,3880,3700,3500,4025,3880,3700,3500,4025
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Science (Occupational Therapy),4866,100,98.3,3521,3500,3546,3500,3400,3690,3546,3500,3400,3690
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Science (Radiation Therapy) ^,4867,100,100,3310,3500,3328,3500,3000,3500,3328,3500,3000,3500
2021,Singapore Institute of Technology,SIT- DigiPen Institute of Technology,Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems),4868,100,95.1,4086,4000,4402,4370,3700,4900,4402,4370,3700,4900
2021,Singapore Institute of Technology,SIT- Massey University,Bachelor of Food Technology with Honours,4869,96.4,89.1,3221,3300,3322,3300,3000,3500,3322,3300,3000,3500
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,4870,79.2,64.2,3466,3500,3836,3700,3350,4200,3836,3700,3350,4200
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,4871,98.3,84.5,3583,3500,3691,3600,3500,3850,3691,3600,3500,3850
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,4872,100,90.5,3598,3500,3819,3750,3400,4250,3819,3750,3400,4250
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,4873,93.4,90.2,3646,3600,3787,3650,3600,4000,3787,3650,3600,4000
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,4874,100,95.7,3476,3300,3592,3400,3250,3850,3592,3400,3250,3850
2021,Singapore Institute of Technology,SIT- Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,4875,82.4,70.6,3513,3500,3575,3550,3350,3850,3575,3550,3350,3850
2021,Singapore Institute of Technology,SIT-Trinity College Dublin,Bachelor of Science (Physiotherapy),4876,97.9,96.8,3516,3500,3591,3525,3400,3800,3591,3525,3400,3800
2021,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Engineering with Honours in Civil Engineering,4877,92.8,92.8,3650,3600,3719,3675,3500,3933,3719,3675,3500,3933
2021,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,4878,98.3,86.4,3403,3350,3697,3700,3350,3990,3697,3700,3350,3990
2021,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,4879,95.7,87,3495,3500,3645,3557,3400,3865,3645,3557,3400,3865
2021,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology ^,4880,81.5,74.1,3649,3600,3806,3700,3250,4265,3806,3700,3250,4265
2021,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,4881,91.9,67.7,2647,2500,2817,2700,2500,3100,2817,2700,2500,3100
2021,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,4882,94.4,59.3,2951,3000,2989,3000,2700,3200,2989,3000,2700,3200
2021,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,4883,94.3,65.7,2761,3000,2807,3000,2500,3100,2807,3000,2500,3100
2021,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,4884,95.5,81.8,3807,3600,4001,3850,3400,4500,4001,3850,3400,4500
2021,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,4885,98.7,93,3751,3400,3814,3400,3200,4000,3814,3400,3200,4000
2021,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),4886,97.9,92.6,4161,3700,4213,3850,3300,4600,4213,3850,3300,4600
2021,Singapore Management University,School of Business (4-year programme) *,Business Management,4887,96.6,86,4229,4000,4371,4000,3500,4650,4371,4000,3500,4650
2021,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),4888,96.6,90.3,4705,4333,4855,4480,3800,5043,4855,4480,3800,5043
2021,Singapore Management University,School of Economics (4-year programme) *,Economics,4889,91.8,83.5,4641,4275,4777,4435,3800,5250,4777,4435,3800,5250
2021,Singapore Management University,School of Economics (4-year programme) *,Economics (Cum Laude and above),4890,94.1,91.2,5209,4750,5310,4900,4191,5810,5310,4900,4191,5810
2021,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems,4891,98.2,94.6,4774,4860,4906,5000,4200,5350,4906,5000,4200,5350
2021,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),4892,97.4,93.6,5317,5050,5499,5350,5000,5833,5499,5350,5000,5833
2021,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences,4893,94.1,77.1,3656,3465,3836,3600,3200,4010,3836,3600,3200,4010
2021,Singapore Management University,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),4894,96.9,86.2,3856,3500,4063,3763,3350,4500,4063,3763,3350,4500
2021,Singapore Management University,School of Law (4-year programme) *,Law #,4895,100,98.3,5319,5500,5433,5600,4500,6000,5433,5600,4500,6000
2021,Singapore Management University,School of Law (4-year programme) *,Law (Cum Laude and above) #,4896,100,98.8,5613,5600,5754,5800,5025,6000,5754,5800,5025,6000
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Early Childhood Education,4897,93,88.4,2949,3000,2963,3000,2800,3100,2963,3000,2800,3100
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Human Resource Management,4898,95.6,80.9,3249,3200,3412,3200,3000,3500,3412,3200,3000,3500
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,Bachelor of Social Work,4899,94.7,86.8,3432,3530,3461,3530,3400,3580,3461,3530,3400,3580
2021,Singapore University of Social Sciences,School of Business,Bachelor of Accountancy,4900,98.6,89,3199,3200,3231,3200,3000,3400,3231,3200,3000,3400
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Business Analytics,4901,93.5,83.9,4218,3800,4372,3800,3350,4900,4372,3800,3350,4900
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Finance,4902,84.4,56.3,3856,3500,3862,3500,3300,4350,3862,3500,3300,4350
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Marketing,4903,92.4,63.6,3303,3200,3411,3275,2820,3600,3411,3275,2820,3600
2021,Singapore University of Social Sciences,School of Business,Bachelor of Science in Supply Chain Management,4904,97.4,79.5,3245,3200,3381,3300,3025,3500,3381,3300,3025,3500
2021,Singapore University of Technology and Design,na,Bachelor of Engineering (Computer Science and Design),4905,98.3,96.7,4936,4800,5030,4800,4400,5414,5030,4800,4400,5414
2021,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),4906,89.9,85.5,4047,4000,4141,4000,3750,4500,4141,4000,3750,4500
2021,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),4907,95.5,90.9,4542,4500,4778,4700,3900,5000,4778,4700,3900,5000
2021,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design),4908,96.6,89.7,3800,3801,3842,3875,3430,4200,3842,3875,3430,4200
2022,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,4909,88.5,76.9,3808,3670,3928,3700,3500,4000,3928,3700,3500,4000
2022,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),4910,87.5,74.4,3889,3850,4034,4000,3500,4390,4034,4000,3500,4390
2022,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,4911,92.3,81.1,3935,3650,4056,3795,3500,4350,4056,3795,3500,4350
2022,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,4912,100,100,4331,4200,4331,4200,4200,4600,4331,4200,4200,4600
2022,National University of Singapore,Faculty of Law,Bachelor of Laws #,4913,97.3,94.6,5935,6000,6182,6400,5500,6800,6182,6400,5500,6800
2022,National University of Singapore,Faculty of Science,Bachelor of Science ^,4914,85.2,63,3630,3500,3823,3600,3500,4000,3823,3600,3500,4000
2022,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),4915,90.6,80.1,4040,3720,4174,3850,3500,4500,4174,3850,3500,4500
2022,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology)**,4916,na,na,na,na,na,na,na,na,na,na,na,na
2022,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,4917,98.4,95.1,3829,3798,4053,4000,3750,4250,4053,4000,3750,4250
2022,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmaceutical Science) (Hons) ^,4918,94.1,76.5,3769,3700,3808,3700,3400,4350,3808,3700,3400,4350
2022,National University of Singapore,Faculty of Science,Bachelor of Science (Data Science and Analytics),4919,96.8,96.8,5562,5500,5616,5500,4628,6100,5616,5500,4628,6100
2022,National University of Singapore,NUS Business School,Bachelor of Business Administration,4920,87.9,78.8,5653,5000,6026,5100,4000,7000,6026,5100,4000,7000
2022,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),4921,97.1,95.7,5346,4600,5519,4696,4000,5938,5519,4696,4000,5938
2022,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,4922,93.3,93.3,5494,3800,5560,3800,3400,5500,5560,3800,3400,5500
2022,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),4923,99.3,97.9,4619,4000,4668,4000,3600,5000,4668,4000,3600,5000
2022,National University of Singapore,NUS Business School,Bachelor of Science (Real Estate),4924,99,95.1,3924,3800,4062,3850,3600,4400,4062,3850,3600,4400
2022,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),4925,96.8,96.1,6954,6500,7121,6600,5341,7583,7121,6600,5341,7583
2022,National University of Singapore,School of Computing,Bachelor of Computing (Information Security),4926,94.6,91.1,5274,5400,5660,5500,4800,6475,5660,5500,4800,6475
2022,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),4927,95.3,93,5551,5300,5672,5500,4800,6250,5672,5500,4800,6250
2022,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),4928,96.2,95.2,5845,5500,5966,5500,5000,6600,5966,5500,5000,6600
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Biomedical Engineering),4929,97.2,91.6,4140,3800,4268,4000,3500,5000,4268,4000,3500,5000
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Chemical Engineering),4930,96.6,95.5,4487,4400,4690,4675,4018,5100,4690,4675,4018,5100
2022,National University of Singapore,College of Design and Engineering,Bachelor of Engineering (Civil Engineering),4931,93.8,88.9,3979,3921,4139,4000,3700,4400,4139,4000,3700,4400
